vmag,ra,de,pmRa,pmDe,sRgbR,sRgbG,sRgbB
5.31,21.44767,48.835,0.06,0.023,0.843752,0.9954435,1.511886
5.41,21.46114,27.60861,0.041,0.018,0.8322476,0.9953098,1.547205
6.03,21.44583,52.89861,0.017,0.008,0.7752084,0.9930265,1.738424
6.4,21.47356,8.195556,0.011,-0.025,1.68409,0.8653929,0.3213205
5.8,21.46897,32.22528,0.137,0.083,0.9487008,0.9924115,1.231931
6.44,21.48331,17.90583,-0.015,-0.001,1.532952,0.8995316,0.4286416
6.57,21.49989,-19.14778,0.034,-0.045,0.9901823,0.9894148,1.139147
5.93,21.48331,22.17944,0.045,0.011,1.617176,0.880828,0.3656496
6.1,21.45703,59.75,-0.022,-0.018,1.751717,0.8493406,0.2810216
4.57,21.49914,23.63889,0.024,0.004,1.671872,0.8682461,0.3290678
6.12,21.48131,55.41861,0.014,0.011,0.8715355,0.9953564,1.430662
5.44,21.46281,66.80917,-0.014,-0.019,0.7785514,0.9932398,1.726427
5.24,21.49083,46.54056,0.045,0.104,1.28489,0.9489328,0.6706696
5.29,21.53497,-41.17917,0.018,0.015,1.360425,0.934887,0.587065
5.97,21.53739,-33.94472,-0.001,-0.004,0.836055,0.9953655,1.535403
6.08,21.51933,12.1375,0.019,-0.014,0.799244,0.9943325,1.65443
2.91,21.52597,-5.571111,0.021,-0.008,1.206051,0.962313,0.7706477
6.41,21.55492,-52.7375,-0.005,-0.009,1.586981,0.8876316,0.387255
6.18,21.64894,-79.4425,0.059,-0.022,1.014014,0.9873076,1.089673
6.43,21.54258,-24.59056,0.073,0.007,0.8963644,0.9948192,1.36264
5.57,21.55653,-44.84861,-0.017,-0.007,1.325317,0.9415493,0.6245921
6.02,21.50567,52.95806,0.024,0.015,0.8476411,0.9954656,1.500175
3.23,21.47767,70.56083,0.01,0.007,0.7435117,0.9904674,1.857505
5.97,21.41381,80.52472,0.044,-0.016,1.256405,0.9539321,0.7051516
6.7,21.54086,23.39444,0.036,0.002,0.7853289,0.9936404,1.702421
6.32,21.57139,-42.925,-0.041,-0.024,1.354547,0.9360177,0.5931965
6.16,21.52431,52.62,0.009,0.003,1.24511,0.9558647,0.7193206
5.53,21.51647,60.45944,-0.002,-0.001,0.8634652,0.9954395,1.45368
6.41,21.58139,-29.69611,0.017,-0.017,0.7785514,0.9932398,1.726427
5.69,21.58083,-20.08444,-0.037,0.031,0.9854823,0.9897984,1.149222
5.75,21.54906,49.97778,0.02,0.015,0.8063781,0.9946213,1.630482
6.4,21.58775,-23.45417,0.077,-0.008,1.360425,0.934887,0.587065
6.25,21.55497,45.85417,-0.001,0.003,1.788916,0.8403358,0.2605931
6.2,21.63414,-64.82417,0.032,-0.01,0.8284677,0.9952433,1.559035
6.47,21.57611,22.75472,0.014,-0.041,1.038387,0.9848868,1.041715
5.77,21.58822,-3.983056,-0.005,0.001,1.366313,0.9337484,0.580982
4.02,21.56636,45.59194,-0.023,-0.094,1.239485,0.9568162,0.7264869
5.73,21.60306,-26.17139,0.111,-0.023,0.9048428,0.9945425,1.340338
3.76,21.69125,-77.39,0.045,-0.24,1.302141,0.9458218,0.6506131
4.9,21.57961,38.53417,0.124,0.099,1.348679,0.9371404,0.5993768
6.11,21.61358,-33.04806,0.089,-0.003,0.9048428,0.9945425,1.340338
6.31,21.58861,28.19722,0.128,-0.043,0.9623215,0.9915266,1.200481
6.11,21.59083,24.45222,0.011,-0.011,1.302141,0.9458218,0.6506131
6.15,21.57431,51.69833,0.007,0,0.8247156,0.9951659,1.57089
4.68,21.618,-19.46611,0.015,0.003,0.75896,0.9918383,1.798239
6.36,21.60386,30.05556,-0.063,0.062,1.302141,0.9458218,0.6506131
5.53,21.60067,45.37472,0.051,0.006,1.647506,0.8738905,0.3449722
6.25,21.62606,-0.3902778,-0.015,-0.023,0.8398899,0.9954101,1.523629
4.69,21.62919,-7.854167,0.116,-0.025,0.8838352,0.9951422,1.396449
6.18,21.62881,6.618333,0.06,-0.007,0.8247156,0.9951659,1.57089
5.01,21.61583,40.41361,-0.001,0.013,0.8879863,0.9950467,1.385133
5.45,21.62928,19.31861,0.101,0.013,0.9397373,0.9929382,1.253181
6.28,21.65169,-33.67917,0.066,-0.051,1.256405,0.9539321,0.7051516
6.21,21.66658,-52.35917,-0.017,0.001,1.08357,0.9797518,0.959243
5.67,21.64219,5.771667,0.114,0.024,0.9177461,0.9940347,1.307261
6.33,21.676,-55.7375,0.01,0.023,1.336976,0.9393615,0.611885
6.2,21.62442,44.69667,-0.001,-0.028,0.8921627,0.9949391,1.373863
6.08,21.65781,-10.57694,0.019,-0.05,1.319505,0.9426305,0.6310211
6.16,21.64583,25.49889,-0.021,0.003,1.313705,0.943703,0.6375007
6.15,21.62742,54.04222,-0.019,0,1.296378,0.9468679,0.6572466
5.85,21.65031,20.26528,0.113,-0.003,0.9487008,0.9924115,1.231931
5.1,21.65925,2.243611,-0.026,-0.082,1.325317,0.9415493,0.6245921
3.68,21.66819,-16.66222,0.19,-0.023,0.9487008,0.9924115,1.231931
4.73,21.632,62.08194,-0.003,-0.002,0.9397373,0.9929382,1.253181
5.29,21.84842,-82.71917,0.058,-0.036,1.162379,0.969053,0.8327068
5.62,21.64933,57.48917,-0.001,-0.003,0.9005912,0.994687,1.351465
6.49,21.69614,-25.10194,-0.021,-0.003,1.414119,0.924301,0.5336135
5.18,21.69247,-14.0475,-0.118,-0.307,1.10937,0.9764765,0.9155611
5.11,21.66975,43.27389,0.063,0.016,1.659678,0.8710787,0.3369508
5.24,21.70022,-23.26278,0.102,-0.089,1.273455,0.9509609,0.6843027
6.01,21.758,-71.00889,0.009,-0.019,0.781925,0.9934445,1.714426
5.67,21.70281,1.285278,0.001,-0.007,1.562919,0.8929762,0.4052402
4.73,21.71097,-18.86639,0.147,-0.006,1.233874,0.9577577,0.733708
5.3,21.70431,5.68,0.014,-0.006,1.68409,0.8653929,0.3213205
6.2,21.67869,54.87222,0.01,0.005,1.395897,0.9279408,0.5512831
6.11,21.69286,40.80528,-0.012,-0.046,0.843752,0.9954435,1.511886
6.09,21.70917,10.82472,0.024,-0.002,0.7785514,0.9932398,1.726427
6.22,21.72042,-19.62083,0.077,-0.011,0.9264704,0.9936338,1.285468
6.57,22.75794,-88.81833,0.016,-0.04,0.9308688,0.9934145,1.274651
5.88,21.71789,-14.39972,-0.002,0.025,0.9177461,0.9940347,1.307261
6.07,21.70031,35.51028,0.007,0,2.244757,0.7225915,0.08378406
6.17,21.70233,45.76583,0.006,-0.013,1.629291,0.8780689,0.3572699
6.3,21.74153,-38.5525,0.081,-0.168,1.372211,0.932602,0.5749471
5.69,21.70636,41.07722,0.021,0.003,0.8209915,0.9950778,1.582768
4.67,21.70158,51.18972,0.006,-0.006,0.7752084,0.9930265,1.738424
5.99,21.73361,-14.74944,-0.023,0.008,0.9005912,0.994687,1.351465
6.45,21.75528,-49.49861,0.094,0.053,1.389962,0.9291172,0.5571284
6.09,21.71081,49.60028,0.01,-0.002,1.302141,0.9458218,0.6506131
4.34,21.74911,-33.02583,0.034,-0.094,0.799244,0.9943325,1.65443
5.49,21.71844,41.155,-0.023,-0.015,1.653589,0.8724872,0.3409441
5.65,21.72381,38.28389,0.036,0.004,0.8172955,0.9949792,1.594669
2.39,21.73644,9.875,0.031,-0.001,1.617176,0.880828,0.3656496
4.73,21.73572,28.74278,0.292,-0.241,1.023699,0.9863767,1.070307
6.08,21.73564,28.74306,0.231,-0.219,0.966908,0.9912063,1.190112
5.09,21.75008,-9.0825,0.021,-0.005,1.366313,0.9337484,0.580982
6.08,21.71261,59.27111,-0.003,0.01,1.503099,0.9059449,0.4531172
4.34,21.74186,17.35,0.012,-0.013,1.40184,0.9267572,0.5454844
5.94,21.74203,14.77194,0.234,-0.119,1.078469,0.9803711,0.968162
4.13,21.74408,25.645,0.034,0.01,0.9996489,0.9886097,1.119177
4.08,21.72511,58.78,0.003,-0.003,2.133366,0.7523779,0.1169137
4.56,21.69869,71.31139,0.117,0.099,1.360425,0.934887,0.587065
6,21.77119,-9.275833,0.021,0.009,1.696332,0.8625193,0.3137062
5.58,21.77558,-11.36583,0.031,-0.008,0.8136278,0.9948701,1.606589
6.4,21.76236,35.85722,0.094,0.012,1.302141,0.9458218,0.6506131
5.29,21.76789,22.94889,0.01,-0.005,1.544924,0.8969263,0.4191554
2.87,21.784,-16.12722,0.263,-0.297,0.9352911,0.9931827,1.263889
5.58,21.80439,-47.30361,0.167,-0.298,1.08357,0.9797518,0.959243
5.17,21.71778,72.32028,-0.044,-0.038,1.331141,0.9404596,0.6182135
6.28,21.77333,25.56333,0.166,0.044,1.42594,0.9219321,0.5222255
5.01,21.79561,-30.89833,-0.032,0.002,0.8322476,0.9953098,1.547205
5.95,21.74814,62.46056,-0.007,-0.002,0.9442073,0.9926812,1.242528
5.64,21.78722,2.686111,0.01,-0.003,0.8172955,0.9949792,1.594669
6.54,21.77128,43.06083,0.013,0.013,0.9308688,0.9934145,1.274651
6.21,21.78464,17.19417,0.094,-0.014,0.957758,0.9918342,1.210907
5.62,21.83336,-64.7125,-0.003,-0.042,1.313705,0.943703,0.6375007
6.17,21.79392,-5.917222,0.049,-0.002,0.9048428,0.9945425,1.340338
5.53,21.84642,-69.62944,-0.031,-0.002,1.520997,0.9021141,0.4382997
4.29,21.75747,61.12083,-0.003,-0.003,1.043325,0.9843654,1.032307
4.23,21.77989,49.30944,0.004,-0.002,0.7752084,0.9930265,1.738424
6.47,21.80231,36.58056,-0.028,0.002,1.302141,0.9458218,0.6506131
6.31,21.82808,-12.72306,-0.003,0.015,0.9048428,0.9945425,1.340338
6.12,21.80817,38.64861,0.022,-0.002,0.788763,0.9938273,1.690417
5.52,21.79036,60.69278,-0.008,0,1.611126,0.8821995,0.369895
6.38,21.83697,-16.84472,0.034,0,1.550918,0.8956152,0.4144755
6.29,21.82414,20.4625,0.003,-0.002,0.781925,0.9934445,1.714426
6.29,21.78361,70.15083,-0.004,-0.026,1.302141,0.9458218,0.6506131
5.04,21.83075,30.17417,0.019,-0.027,0.8063781,0.9946213,1.630482
5.29,21.83575,17.28556,0.076,-0.061,0.9715175,0.9908733,1.179802
6.48,21.82781,41.14889,-0.002,-0.007,0.9949045,0.9890186,1.129132
6.16,21.86161,-18.62306,0.148,-0.079,0.966908,0.9912063,1.190112
6.17,21.82194,61.27278,0.003,-0.024,1.702462,0.8610749,0.3099481
5.77,21.8595,19.82667,0.014,0.017,0.781925,0.9934445,1.714426
6.17,21.85136,39.53667,0.006,0.005,0.788763,0.9938273,1.690417
6.89,21.87172,21.27306,0.015,0.021,1.302141,0.9458218,0.6506131
5.08,21.88828,-13.55167,0.313,0.013,0.9715175,0.9908733,1.179802
5.9,21.91986,-61.88639,0.05,-0.084,0.9808048,0.9901694,1.159356
3.01,21.89881,-37.365,0.102,-0.021,0.7752084,0.9930265,1.738424
5.53,21.87497,28.79333,-0.059,-0.067,0.9949045,0.9890186,1.129132
6.59,21.89333,-10.31167,0.012,-0.004,0.7752084,0.9930265,1.738424
5.08,21.88439,25.925,0.009,-0.002,0.75896,0.9918383,1.798239
5.71,21.86694,55.79694,0.013,0.003,0.7718961,0.9928048,1.750413
5.68,21.89372,19.66833,0.013,0.013,0.8209915,0.9950778,1.582768
6.15,21.89939,6.864444,0.081,0,1.189549,0.9649212,0.7934883
5.71,21.90289,-4.276111,0.057,-0.093,1.407792,0.9255665,0.539732
6.37,21.86036,65.75278,-0.006,-0.015,1.302141,0.9458218,0.6506131
6.19,21.93722,-57.89944,0.016,0.011,0.9005912,0.994687,1.351465
6.2,21.90997,-3.301111,0.018,-0.028,1.023699,0.9863767,1.070307
6.39,21.90483,19.71833,-0.034,-0.008,1.28489,0.9489328,0.6706696
6.41,21.93211,-30.60639,0.051,-0.026,1.262074,0.9529513,0.6981484
5.46,21.93967,-37.25361,-0.016,-0.002,0.8476411,0.9954656,1.500175
6.18,21.95061,-37.74694,0.022,-0.003,0.9532177,0.9921292,1.221391
4.4,21.96531,-54.9925,0.048,-0.007,0.9308688,0.9934145,1.274651
6.12,21.97503,-59.01222,0.005,0.026,1.014014,0.9873076,1.089673
6.41,22.03114,-77.6625,-0.031,-0.002,0.9048428,0.9945425,1.340338
5.8,21.91478,56.61139,-0.003,-0.001,1.151633,0.9706286,0.8488025
6.4,21.94,21.23972,0.002,0.015,1.720887,0.8567117,0.2988666
5.54,21.949,12.07639,-0.024,-0.014,0.836055,0.9953655,1.535403
6.13,21.92242,61.54194,0.004,0.007,1.659678,0.8710787,0.3369508
5.86,21.92531,65.32083,0.007,0.003,0.7957208,0.9941736,1.666419
6.33,21.97036,-5.424722,0.04,-0.101,0.9715175,0.9908733,1.179802
6.42,21.95061,48.66861,0.005,0.002,0.788763,0.9938273,1.690417
6.12,21.97883,-21.18278,0.023,-0.002,1.690208,0.8639587,0.3174968
5.5,21.98831,-38.39528,0.042,-0.006,1.302141,0.9458218,0.6506131
5.95,22.05106,-76.11861,0.022,-0.08,0.9808048,0.9901694,1.159356
6.01,22.00669,-55.88278,0.01,0.014,0.781925,0.9934445,1.714426
6.22,21.98194,-4.373056,0.001,-0.254,1.302141,0.9458218,0.6506131
4.91,21.94419,63.62556,-0.005,-0.004,1.764092,0.8463581,0.2740952
6.43,21.95308,66.15611,0.005,0.001,0.799244,0.9943325,1.65443
6,22.00219,6.7175,0.015,0.004,0.7752084,0.9930265,1.738424
5.42,22.01394,-28.45361,0.016,0.006,0.7853289,0.9936404,1.702421
4.69,22.056,-56.78611,3.961,-2.538,1.336976,0.9393615,0.611885
5.93,21.9815,62.69833,0.004,0.026,1.702462,0.8610749,0.3099481
6.59,21.98972,57.65833,0.004,-0.015,0.8284677,0.9952433,1.559035
5.58,22.01806,0.605,0.01,-0.013,1.467412,0.9134489,0.4839908
6.46,22.00744,33.00611,-0.006,0.064,1.302141,0.9458218,0.6506131
5.6,22.01817,13.11972,0.059,-0.057,0.957758,0.9918342,1.210907
5.65,22.01922,8.257222,-0.009,-0.002,1.562919,0.8929762,0.4052402
6.28,22.03664,-17.90361,0.123,-0.06,1.307917,0.9447668,0.6440313
6.35,21.96417,74.99667,-0.007,-0.012,1.635357,0.8766814,0.3531348
6.37,22.04072,-16.96417,0.015,0.001,0.9949045,0.9890186,1.129132
6.37,22.03372,10.97389,0.022,0.003,0.781925,0.9934445,1.714426
7.1,22.05478,-29.90417,0.122,-0.014,0.9487008,0.9924115,1.231931
6.66,22.01092,62.48806,-0.001,0.007,0.8398899,0.9954101,1.523629
5.03,21.9875,73.18,-0.068,-0.161,1.004415,0.9881883,1.109282
5.54,22.05456,-6.5225,0.045,0.006,1.279166,0.9499515,0.6774598
4.69,22.05525,-2.155278,0.028,-0.012,0.7957208,0.9941736,1.666419
5.78,22.03072,52.88222,0.011,0.006,0.7785514,0.9932398,1.726427
5.8,22.05528,11.38639,0.017,-0.012,0.792227,0.9940051,1.678416
6.47,22.07331,-29.91667,0.014,0.001,1.677979,0.8668221,0.3251773
5.56,22.03461,58.00056,-0.002,0,0.8398899,0.9954101,1.523629
5.6,22.04908,44.65,-0.018,-0.033,0.8063781,0.9946213,1.630482
5.96,22.07689,-26.8225,0.017,-0.015,0.7686149,0.9925749,1.762392
5.62,22.09747,-59.63611,0.048,-0.056,1.57494,0.8903149,0.3961679
5.3,22.07983,-0.9066667,-0.015,-0.052,0.9091193,0.9943857,1.329262
4.46,22.10192,-39.54333,-0.023,-0.124,1.520997,0.9021141,0.4382997
6.38,22.07622,32.94194,-0.007,0.001,1.360425,0.934887,0.587065
4.84,22.09467,5.058611,0.111,0.1,1.562919,0.8929762,0.4052402
2.96,22.09639,-0.3197222,0.02,-0.01,1.290627,0.9479049,0.663932
5.78,22.0865,26.67389,0.034,0.032,1.449618,0.9171209,0.5000749
5.29,22.06469,63.11972,0.031,0.055,1.647506,0.8738905,0.3449722
4.29,22.06317,64.62778,0.209,0.085,0.957758,0.9918342,1.210907
4.27,22.10728,-13.86972,0.042,-0.056,0.792227,0.9940051,1.678416
5.7,22.09297,28.96389,0.031,-0.012,0.7957208,0.9941736,1.666419
6.55,22.17847,-75.88056,0.035,-0.002,1.407792,0.9255665,0.539732
6.13,22.08789,46.74472,-0.042,-0.02,1.665772,0.869665,0.3329922
6.44,22.09739,45.11222,0.026,-0.009,0.8063781,0.9946213,1.630482
6.98,21.97019,82.86972,-0.141,-0.041,1.043325,0.9843654,1.032307
5.14,22.10056,45.01444,-0.007,-0.016,1.641429,0.8752886,0.3490357
1.74,22.13722,-46.96111,0.129,-0.151,0.7718961,0.9928048,1.750413
5.27,22.08347,62.78556,0.015,0.058,1.544924,0.8969263,0.4191554
6.27,22.09756,48.23167,-0.005,0.004,0.7957208,0.9941736,1.666419
5.11,22.08581,62.28,0.003,0,0.8476411,0.9954656,1.500175
6.19,22.10344,45.24861,0.036,-0.01,0.8515572,0.9954764,1.488497
3.76,22.11686,25.345,0.298,0.025,1.004415,0.9881883,1.109282
4.5,22.13972,-32.98861,0.08,-0.031,0.836055,0.9953655,1.535403
6.15,22.19869,-76.11611,-0.044,-0.043,1.302141,0.9458218,0.6506131
4.99,22.14056,-34.04389,0.008,-0.049,1.586981,0.8876316,0.387255
6.39,22.10375,56.34306,0.014,-0.011,0.781925,0.9934445,1.714426
5.75,22.12461,19.47556,0.125,0.037,1.302141,0.9458218,0.6506131
6.35,22.125,18.00056,0.025,-0.04,1.68409,0.8653929,0.3213205
6.37,22.14519,-33.12556,0.022,0.029,0.8963644,0.9948192,1.36264
5.78,22.13064,21.70278,-0.047,-0.069,0.781925,0.9934445,1.714426
5.81,22.14972,-18.51972,0.003,-0.012,0.75896,0.9918383,1.798239
6.43,22.16611,-48.10722,0.077,-0.047,1.532952,0.8995316,0.4286416
6.11,22.13811,25.54361,-0.038,-0.037,0.9264704,0.9936338,1.285468
6.32,22.11933,58.84083,-0.013,-0.022,1.233874,0.9577577,0.733708
6.14,22.12375,53.30722,-0.007,-0.009,0.9996489,0.9886097,1.119177
5.37,22.16547,-34.01472,-0.017,0.038,0.9134204,0.9942164,1.318236
6.42,22.13792,49.79639,0.029,-0.023,1.302141,0.9458218,0.6506131
6.44,22.16669,-28.2925,0.032,0.026,0.8756096,0.995297,1.419215
4.92,22.16911,-32.54833,0.434,0.013,1.023699,0.9863767,1.070307
6.11,22.14472,45.74194,-0.027,0.031,1.146286,0.9713996,0.8569388
5.58,22.15378,33.17222,-0.059,-0.067,1.302141,0.9458218,0.6506131
3.53,22.17,6.197778,0.276,0.027,0.8476411,0.9954656,1.500175
6.27,22.17253,-3.894167,0.019,-0.05,0.8136278,0.9948701,1.606589
5.46,22.17708,-11.565,0.036,0.009,0.7752084,0.9930265,1.738424
6.01,22.17606,-4.267222,0.076,-0.003,1.290627,0.9479049,0.663932
4.29,22.16644,33.17833,-0.014,-0.021,1.014014,0.9873076,1.089673
6.18,22.17194,19.61694,0.086,-0.075,1.130354,0.9736445,0.8817036
6.33,22.17283,14.63,0.034,-0.026,1.348679,0.9371404,0.5993768
6.09,22.184,-21.2325,0.122,-0.033,1.03347,0.9853959,1.051185
5.78,22.17706,11.62444,-0.046,-0.054,1.647506,0.8738905,0.3449722
6.46,22.17506,20.97806,0,-0.008,0.8634652,0.9954395,1.45368
6.32,22.181,30.55306,0.008,-0.009,0.8879863,0.9950467,1.385133
5.95,22.19758,16.04056,-0.008,-0.019,1.273455,0.9509609,0.6843027
6.03,22.20717,-14.19389,0.028,-0.042,0.9761498,0.9905277,1.16955
5.4,22.18608,50.82333,0.139,0.041,0.8756096,0.995297,1.419215
6.17,22.21597,-26.32778,-0.019,-0.033,0.8838352,0.9951422,1.396449
3.35,22.18092,58.20111,0.015,0.004,1.641429,0.8752886,0.3490357
5.92,22.20222,24.95,-0.004,-0.022,1.605082,0.8835657,0.3741778
6.39,22.21217,-4.720833,-0.051,-0.035,1.03347,0.9853959,1.051185
4.79,22.16344,72.34111,0.032,0.003,1.256405,0.9539321,0.7051516
5.04,22.19186,59.41444,0.003,-0.011,0.9177461,0.9940347,1.307261
5.58,22.229,-25.18083,0.074,0.016,1.028574,0.9858926,1.060716
5.51,22.29736,-77.51167,-0.041,0.011,0.9442073,0.9926812,1.242528
5.24,22.19689,56.83944,0.237,0.13,1.038387,0.9848868,1.041715
6.37,22.17092,72.11111,-0.009,-0.028,0.7957208,0.9941736,1.666419
5.5,22.17747,70.13278,-0.06,0.028,0.9761498,0.9905277,1.16955
5.33,22.21328,34.60472,0.02,-0.05,1.378119,0.9314479,0.5689601
6.3,22.19914,59.08472,0.129,0.083,1.378119,0.9314479,0.5689601
6.23,22.24406,-41.38167,0.567,-0.79,1.10937,0.9764765,0.9155611
5.43,22.23856,-27.76694,0.026,0.002,0.7621466,0.9920915,1.786308
5.35,22.20053,60.75944,-0.008,0.019,1.40184,0.9267572,0.5454844
5.32,22.23833,-21.07417,0.016,0.066,1.189549,0.9649212,0.7934883
5.1,22.33375,-80.43972,0.043,-0.045,1.580958,0.888976,0.3916917
5.89,22.22739,28.60833,0.071,-0.001,1.389962,0.9291172,0.5571284
5.79,22.20619,63.29139,-0.006,-0.01,1.702462,0.8610749,0.3099481
6.1,22.25975,-44.45194,0.013,-0.019,1.313705,0.943703,0.6375007
4.49,22.23131,39.715,0.038,0.013,1.532952,0.8995316,0.4286416
4.79,22.26025,-41.34667,0.044,0.022,1.189549,0.9649212,0.7934883
5.53,22.23036,45.44083,0.081,0.009,0.8322476,0.9953098,1.547205
5.1,22.27406,-41.6275,-0.005,-0.013,1.256405,0.9539321,0.7051516
5.71,22.24567,42.95389,0.049,-0.025,0.8172955,0.9949792,1.594669
6.11,22.23042,63.1625,-0.02,-0.003,0.788763,0.9938273,1.690417
6.21,22.26661,8.549444,0.034,-0.011,0.8247156,0.9951659,1.57089
6.15,22.27706,-25.89833,0.037,-0.018,1.366313,0.9337484,0.580982
6.08,22.21469,73.30722,0.023,0.02,1.307917,0.9447668,0.6440313
4.19,22.25056,57.04361,0.447,0.048,0.9308688,0.9934145,1.274651
6.15,22.276,-1.596389,-0.029,-0.011,0.8921627,0.9949391,1.373863
5.34,22.28003,-12.83139,0.015,0.006,1.384036,0.9302863,0.5630207
6.17,22.28328,-23.14,0.084,-0.055,1.331141,0.9404596,0.6182135
4.13,22.26617,37.74889,0.013,0.004,1.57494,0.8903149,0.3961679
4.16,22.28056,-7.783333,0.121,-0.022,1.290627,0.9479049,0.663932
5.79,22.28128,-9.04,-0.047,-0.009,1.395897,0.9279408,0.5512831
5.37,22.30433,-53.62778,0.429,-0.667,1.08357,0.9797518,0.959243
2.86,22.30836,-60.25972,-0.072,-0.043,1.532952,0.8995316,0.4286416
6.37,22.27492,27.80417,-0.009,0.002,1.296378,0.9468679,0.6572466
5.75,22.28514,-5.387222,-0.002,0.02,1.233874,0.9577577,0.733708
5.77,22.52706,-85.96722,-0.041,0.059,1.313705,0.943703,0.6375007
5.88,22.27403,57.22028,0.043,0.006,1.262074,0.9529513,0.6981484
6.39,22.30119,-0.2377778,-0.039,-0.062,1.004415,0.9881883,1.109282
5.95,22.31689,-13.305,0.079,-0.012,1.336976,0.9393615,0.611885
6.34,22.34339,-57.51,0.022,-0.015,1.520997,0.9021141,0.4382997
6.17,22.31561,37.76944,0.057,0.044,0.9308688,0.9934145,1.274651
5.75,22.30353,62.80444,0.046,0.015,1.455546,0.9159029,0.4946641
5.37,22.33664,-7.821111,0.016,-0.001,0.7957208,0.9941736,1.666419
5.37,22.341,5.789444,0.023,-0.001,0.8099886,0.9947508,1.618527
6.17,22.34883,8.186667,0.048,0.023,1.004415,0.9881883,1.109282
5.29,22.41022,-72.25556,1.299,-0.678,1.10937,0.9764765,0.9155611
5.13,22.35989,-21.59833,-0.008,-0.085,1.342822,0.9382551,0.6056062
6.47,22.35003,26.93528,0.015,-0.006,1.653589,0.8724872,0.3409441
3.84,22.36094,-1.387222,0.132,0.007,0.799244,0.9943325,1.65443
6.42,22.34433,50.98083,0.012,0.004,1.302141,0.9458218,0.6506131
5.01,22.35864,12.20528,0.009,0.006,0.7718961,0.9928048,1.750413
6.62,22.37886,-45.94778,0.007,-0.012,1.914526,0.8091284,0.1995722
4.81,22.35536,28.33056,0.018,0.002,0.8172955,0.9949792,1.594669
4.57,22.35044,46.53667,0.023,0.005,0.781925,0.9934445,1.714426
5.62,22.38556,-45.92861,0.237,-0.061,0.966908,0.9912063,1.190112
6.66,22.30567,76.48806,0.005,0.003,0.8172955,0.9949792,1.594669
6.04,22.43083,-75.01556,0.048,0.01,1.104171,0.9771553,0.9241761
5.78,22.41958,-70.43167,0.115,-0.062,0.9761498,0.9905277,1.16955
6.41,22.36414,42.07833,0.019,0,0.788763,0.9938273,1.690417
5.53,22.39192,-24.7625,0.103,0,1.296378,0.9468679,0.6572466
5.93,22.39225,-7.194444,-0.001,0.007,1.302141,0.9458218,0.6506131
5.32,22.41567,-57.79722,0.143,-0.343,1.119825,0.9750837,0.8985121
6.04,22.39433,20.84833,0.337,-0.015,1.302141,0.9458218,0.6506131
5.78,22.40192,-4.836944,0.033,-0.004,0.8027965,0.9944818,1.64245
5.76,22.40753,-13.52944,0.053,0.012,1.28489,0.9489328,0.6706696
6.16,22.38339,57.28444,0.015,0.001,0.7718961,0.9928048,1.750413
6.22,22.39839,38.57361,0.255,0.119,1.028574,0.9858926,1.060716
6.04,22.38339,62.42,-0.005,0.04,0.836055,0.9953655,1.535403
4.43,22.39267,52.22917,-0.013,-0.186,1.313705,0.943703,0.6375007
4.66,22.42128,1.3775,0.019,0.001,0.8063781,0.9946213,1.630482
4.48,22.45556,-64.96639,0.071,0.003,0.8063781,0.9946213,1.630482
4.57,22.40861,49.47639,-0.007,-0.003,0.8515572,0.9954764,1.488497
6.29,22.43631,-23.6825,0.018,-0.002,0.8063781,0.9946213,1.630482
6.26,22.42797,18.44444,0.028,0.027,1.431855,0.9207385,0.5166105
6.57,22.44283,-16.74139,0.262,-0.013,1.302141,0.9458218,0.6506131
6.35,22.44289,-16.7425,0.223,-0.003,1.088691,0.9791206,0.9503851
5.27,22.21961,86.10806,0.052,0.045,0.8063781,0.9946213,1.630482
5.55,22.47714,-67.48917,0.149,-0.072,0.8963644,0.9948192,1.36264
5.75,22.44372,4.393611,0.301,0.048,1.043325,0.9843654,1.032307
6.46,22.44603,37.44389,0.013,-0.003,0.7718961,0.9928048,1.750413
6.76,22.39481,78.24333,-0.008,0.018,0.7957208,0.9941736,1.666419
4.79,22.46431,4.695556,0.081,-0.308,1.331141,0.9404596,0.6182135
5.47,22.47756,-39.13194,0.039,-0.164,1.273455,0.9509609,0.6843027
6.14,22.45736,39.80972,0.001,-0.011,0.7686149,0.9925749,1.762392
6.57,22.44978,56.43333,0.019,0,0.781925,0.9934445,1.714426
5.98,22.46283,31.84028,0.045,0.034,1.568927,0.8916483,0.4006839
3.97,22.48783,-43.49556,0.028,-0.005,1.319505,0.9426305,0.6310211
5.47,22.43356,70.77083,0.018,0.006,1.420028,0.9231197,0.5278929
4.59,22.48047,-0.02027778,0.181,0.009,1.302141,0.9458218,0.6506131
4.42,22.48058,-0.02,0.209,0.042,0.9761498,0.9905277,1.16955
4.11,22.49597,-43.74944,-0.007,0,1.641429,0.8752886,0.3490357
5.46,22.45147,65.13222,0.001,-0.002,0.9715175,0.9908733,1.179802
5.58,22.48556,9.128889,0.055,-0.022,1.629291,0.8780689,0.3572699
5.95,22.49611,-27.10722,0.123,-0.012,0.9532177,0.9921292,1.221391
5.79,22.48617,26.76306,0.026,-0.004,1.449618,0.9171209,0.5000749
6.4,22.50042,-12.915,0.168,0.001,0.9487008,0.9924115,1.231931
5.48,22.49944,4.431667,-0.023,-0.144,0.9761498,0.9905277,1.16955
